,Company,Job_Title,Location,Salary,Job_Sedcription,URL
549,McDonald's Corporate,"Data Scientist, Triage - McD Tech Labs","Mountain View, CA",$76K-$122K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2002&ao=1091461&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_9b608a80&cb=1604500876847&jobListingId=3699200630
550,Apple,Maps Search Machine Learning Engineer,"Santa Clara, CA",$137K-$214K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2003&ao=4120&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_3ef886f5&cb=1604500876848&jobListingId=3552338381
551,"Milestone Technologies, Inc.",GSST Data Analyst II,"Fremont, CA",$67K-$120K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2004&ao=1020558&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_a468a467&cb=1604500876850&jobListingId=3732635563
552,UnifyID,Machine Learning Engineer,"Redwood City, CA",$114K-$189K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2005&ao=1091461&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_9f087edf&cb=1604500876851&jobListingId=3681164156
553,Kelly,Data Analyst - Talent Acquisition,"Foster City, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2006&ao=1044072&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_f1466e4e&cb=1604500876852&jobListingId=3704313674
554,Walmart,"Senior Data Scientist, eComm (Machine Learning Algorithms, Data Analysis, & Big Data experience)","Sunnyvale, CA",$122K-$190K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2007&ao=133042&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_f474620a&cb=1604500876852&jobListingId=3711274837
555,Flexton,Big Data - Software Engineer,"Mountain View, CA",$95K-$116K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2008&ao=4120&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_9c6d4b56&cb=1604500876852&jobListingId=3475801945
556,"Knightscope, Inc.",Machine Learning Engineer,"Mountain View, CA",$102K-$177K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2009&ao=1091454&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_54f3a092&cb=1604500876853&jobListingId=3699586641
557,CareDx,Data Scientist-Operational Big Data,"Brisbane, CA",$88K-$141K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2010&ao=961471&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_86c7c85c&cb=1604500876854&jobListingId=3708095419
558,Apple,Machine Learning Engineer- iPhone Operations,"Santa Clara, CA",$137K-$214K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2011&ao=4120&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_4a16e9a6&cb=1604500876854&jobListingId=3561427497
559,Lam Research,Data Scientist 6,"Fremont, CA",$117K-$183K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2012&ao=826216&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_eb27716f&cb=1604500876856&jobListingId=3704002650
560,FICO,Analytics Software – Machine Learning Scientist,"San Jose, CA",$90K-$159K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2013&ao=1091461&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_f8edf7f0&cb=1604500876856&jobListingId=3663406832
561,United One Solutions,Data Analyst,"Newark, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2014&ao=1091461&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_9bc6a725&cb=1604500876857&jobListingId=3663450670
562,Apple,Machine Learning Engineer - ML Platform,"Santa Clara, CA",$134K-$210K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2015&ao=191997&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_ac03516f&cb=1604500876857&jobListingId=3558539544
563,Pluto7,Senior Data Scientist,"San Jose, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2016&ao=37049&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_30ad421e&cb=1604500876857&jobListingId=3724545727
564,Plume,Machine Learning Engineer,"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2017&ao=1091461&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_29454fb7&cb=1604500876858&jobListingId=3694108188
565,CrowdStrike,Platform Data Engineer (Remote),"Sunnyvale, CA",$120K-$214K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2018&ao=1044074&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_a072cf49&cb=1604500876858&jobListingId=3729788420
566,Anzu Global,Italian Speaking Data Analyst J,"Cupertino, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2019&ao=4120&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_10b69086&cb=1604500876860&jobListingId=3672159520
567,Sam's Club,Senior Data Scientist - eComm,"San Bruno, CA",$130K-$204K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2020&ao=336211&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_dc6e3d86&cb=1604500876860&jobListingId=3651264716
568,TargetCW,Strategic Data Analyst,"Mountain View, CA",$46K-$86K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2021&ao=1044072&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8f0cae24&cb=1604500876860&jobListingId=3727517209
569,Capgemini,Senior Data Analyst - Data Scientist Manager,"South San Francisco, CA",$72K-$129K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2022&ao=136249&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_df554a4b&cb=1604500876861&jobListingId=3731624440
570,Apple,GPU Machine Learning Engineer,"Santa Clara, CA",$134K-$210K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2023&ao=191997&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_fa3b5e1a&cb=1604500876861&jobListingId=3524032259
571,Verantos,Machine learning engineer,"Menlo Park, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2024&ao=1091461&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_a3e0dc2d&cb=1604500876863&jobListingId=3696612467
572,Stanford University,Data Engineer,"Stanford, CA",$83K-$156K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2025&ao=1091461&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_636a45c0&cb=1604500876864&jobListingId=3689462667
573,LabCorp,Scientist -- Assay Development,"South San Francisco, CA",$82K-$131K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2026&ao=4372&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_8904b3dd&cb=1604500876865&jobListingId=3702863614
574,Palantir Technologies,Data Engineer,"Palo Alto, CA",$114K-$205K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2027&ao=85944&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_737f6bd6&cb=1604500876867&jobListingId=3690202428
575,Recursion Pharmaceuticals,"Senior Scientist, in Vivo Pharmacology","Milpitas, CA",$115K-$216K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2028&ao=1083612&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_0926de6f&cb=1604500876868&jobListingId=3636077338
576,Tachyon Technologies,Data Analyst Tableau/Power BI,"San Jose, CA",$58K-$103K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2029&ao=37049&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_ba888363&cb=1604500876870&jobListingId=3353360303
577,Adobe,2021 University Graduate - Data Science Engineer,"San Jose, CA",$91K-$167K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2030&ao=132917&s=58&guid=0000017593b46c3c8905456c57e0e027&src=GD_JOB_AD&t=SR&vt=w&cs=1_a9ffeb20&cb=1604500876871&jobListingId=3715250643
578,Guardant Health,"Marketing Analytics Manager, Primary Care","Redwood City, CA",$65K-$124K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2101&ao=941254&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_293ee668&cb=1604500881633&jobListingId=3672363383
579,Capgemini,Senior Data Analyst - Data Scientist Manager,"South San Francisco, CA",$72K-$129K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2102&ao=136249&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_d8b446a5&cb=1604500881635&jobListingId=3731624440
580,Stanford University,Data Engineer,"Stanford, CA",$83K-$156K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2103&ao=1091461&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_d1e1047f&cb=1604500881635&jobListingId=3689462667
581,Apple,GPU Machine Learning Engineer,"Santa Clara, CA",$134K-$210K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2104&ao=191997&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_2dbb66cc&cb=1604500881635&jobListingId=3524032259
582,Citrine Informatics,Data Solutions Engineer,"Redwood City, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2105&ao=148364&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_2d43579b&cb=1604500881636&jobListingId=3675634266
583,Verantos,Machine learning engineer,"Menlo Park, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2106&ao=1091461&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_6e172211&cb=1604500881636&jobListingId=3696612467
584,LabCorp,Scientist -- Assay Development,"South San Francisco, CA",$82K-$131K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2107&ao=4372&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_ebeec65a&cb=1604500881637&jobListingId=3702863614
585,Palantir Technologies,Data Engineer,"Palo Alto, CA",$114K-$205K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2108&ao=85944&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_0ea879fd&cb=1604500881639&jobListingId=3690202428
586,Adobe,2021 University Graduate - Data Science Engineer,"San Jose, CA",$91K-$167K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2109&ao=132917&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_01036c75&cb=1604500881639&jobListingId=3715250643
587,Tachyon Technologies,Data Analyst Tableau/Power BI,"San Jose, CA",$58K-$103K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2110&ao=37049&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_12740436&cb=1604500881639&jobListingId=3353360303
588,RGP,Data Analyst,"San Jose, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2111&ao=1003814&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_f101fcf2&cb=1604500881639&jobListingId=3723352421
589,McD Tech Labs,"Data Scientist, ML Evaluation - McD Tech Labs","Mountain View, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2112&ao=1091461&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_aaa336be&cb=1604500881654&jobListingId=3719380915
590,Apple,"AI/ML - Sr Data Scientist, Siri Data","Santa Clara, CA",$141K-$225K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2113&ao=191997&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_6e2fac6b&cb=1604500881640&jobListingId=3720594423
591,Accrete Hitech Solutions,Data Analyst,"Santa Clara, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2114&ao=1091461&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_1a929d35&cb=1604500881649&jobListingId=3663408847
592,SLD Laser,Machine Learning Engineer,"Fremont, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2115&ao=912585&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_444a4aea&cb=1604500881640&jobListingId=3643500865
593,Inzone,Machine Learning Engineer – Reinforcement Learning,"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2116&ao=1091461&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_e728b58c&cb=1604500881654&jobListingId=3663426806
594,Apple,Camera Machine Learning Engineer,"Santa Clara, CA",$142K-$167K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2117&ao=4120&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_225d3d80&cb=1604500881641&jobListingId=3525970094
595,GENENTECH,"Computational Biology Scientist, Cancer Immunology","South San Francisco, CA",$93K-$139K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2118&ao=1044074&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_121bb9e0&cb=1604500881642&jobListingId=3721893759
596,E Ink,Synthetic Polymer Scientist,"Fremont, CA",$24K-$112K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2119&ao=1091461&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_a96bd1b7&cb=1604500881642&jobListingId=3713111790
597,Opsani,Machine Learning Engineer (Optimization),"Redwood City, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2120&ao=1091461&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_f0ef5b21&cb=1604500881643&jobListingId=3663438518
598,Apple,Video Coding & Machine Learning Engineer,"Santa Clara, CA",$134K-$210K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2121&ao=191997&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_9aa93c9b&cb=1604500881643&jobListingId=3594277057
599,Cisco Systems,Senior Data Scientist - Machine Learning group,"San Jose, CA",$125K-$199K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2122&ao=133046&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_29469fea&cb=1604500881643&jobListingId=3695361039
600,Apple,Video Machine Learning Engineer,"Santa Clara, CA",$142K-$167K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2123&ao=191997&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_3bc6f031&cb=1604500881644&jobListingId=3362242958
601,McAfee,Senior Business Data Analyst,"San Jose, CA",$69K-$126K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2124&ao=244449&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_af98616c&cb=1604500881644&jobListingId=3711889976
602,Kelly,"French Data Analyst - Cupertino, CA/Remote","Cupertino, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2125&ao=1044072&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_63c521d2&cb=1604500881645&jobListingId=3703619070
603,Allakos,Data Analyst-Senior Data Analyst,"Redwood City, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2126&ao=1091461&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_80245f31&cb=1604500881646&jobListingId=3663615585
604,Freenome Holdings,Machine Learning Scientist,"South San Francisco, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2127&ao=1091461&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_f6f0f84e&cb=1604500881646&jobListingId=3663467248
605,OnSpecta,Machine Learning Engineer,"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2128&ao=1091461&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_d1ca7fb9&cb=1604500881646&jobListingId=3663428093
606,Zoom Video Communications,Data Architect,"San Jose, CA",$109K-$177K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2129&ao=242900&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_0abbfcf7&cb=1604500881647&jobListingId=3570435040
607,Advanced Cell Diagnostics,"Data Scientist, Bioinformatics & Machine Learning","Newark, CA",$72K-$117K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2130&ao=209461&s=58&guid=0000017593b47e63b0bdc46850ffaa85&src=GD_JOB_AD&t=SR&vt=w&cs=1_33ecf7e0&cb=1604500881647&jobListingId=3709555379
608,Staffwing Inc,Lead Data Scientist/ Statistician,"San Jose, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2201&ao=175425&s=58&guid=0000017593b48e79a0c2f447cb1c7a54&src=GD_JOB_AD&t=SR&vt=w&cs=1_ff6c89fe&cb=1604500885727&jobListingId=2229751927
609,Lattice Engines,Senior Data Scientist,"San Mateo, CA",$191K-$197K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2202&ao=4128&s=58&guid=0000017593b48e79a0c2f447cb1c7a54&src=GD_JOB_AD&t=SR&vt=w&cs=1_6ec5e446&cb=1604500885729&jobListingId=1778613390
610,Stanford University,Senior Quality Control Analytical Scientist,"Stanford, CA",$68K-$121K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2203&ao=1091461&s=58&guid=0000017593b48e79a0c2f447cb1c7a54&src=GD_JOB_AD&t=SR&vt=w&cs=1_6a32ca4c&cb=1604500885730&jobListingId=3721271859
611,Seagen,Data Scientist Bioinformatics,"South San Francisco, CA",$117K-$184K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2204&ao=133796&s=58&guid=0000017593b48e79a0c2f447cb1c7a54&src=GD_JOB_AD&t=SR&vt=w&cs=1_74d00c56&cb=1604500885732&jobListingId=3725214661
612,Tempus Labs,"Machine Learning Scientist, Radiology","Redwood City, CA",$105K-$173K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2205&ao=8095&s=58&guid=0000017593b48e79a0c2f447cb1c7a54&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3e35e0dc&cb=1604500885735&jobListingId=3719443388
613,Exelixis,SAP Data Analyst,"Alameda, CA",$70K-$121K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2206&ao=876458&s=58&guid=0000017593b48e79a0c2f447cb1c7a54&src=GD_JOB_AD&t=SR&vt=w&cs=1_2cff209e&cb=1604500885737&jobListingId=3630914823
614,Mobileum,Senior Data Scientist,"Cupertino, CA",$114K-$183K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2207&ao=4120&s=58&guid=0000017593b48e79a0c2f447cb1c7a54&src=GD_JOB_AD&t=SR&vt=w&cs=1_3bb2cea5&cb=1604500885738&jobListingId=3689838012
615,Facebook,"Visiting Scientist, AI","Menlo Park, CA",$105K-$177K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2208&ao=1139205&s=58&guid=0000017593b48e79a0c2f447cb1c7a54&src=GD_JOB_AD&t=SR&vt=w&cs=1_adde50a2&cb=1604500885739&jobListingId=3721557399
616,Fanatics,Sr Data Engineer #6580,"San Mateo, CA",$157K-$270K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2209&ao=1042994&s=58&guid=0000017593b48e79a0c2f447cb1c7a54&src=GD_JOB_AD&t=SR&vt=w&cs=1_65b891ab&cb=1604500885740&jobListingId=3615920814
617,"Samsung Semiconductor, Inc.",Machine Learning Engineer Intern,"San Jose, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2210&ao=4128&s=58&guid=0000017593b48e79a0c2f447cb1c7a54&src=GD_JOB_AD&t=SR&vt=w&cs=1_62dc8226&cb=1604500885740&jobListingId=3690324223
618,Kuaishou Technology,AI Research Scientist,"Palo Alto, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2211&ao=1091454&s=58&guid=0000017593b48e79a0c2f447cb1c7a54&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_40e41e15&cb=1604500885741&jobListingId=3721417738
619,Amazon,Sr. Applied Scientist- AWS AI,"East Palo Alto, CA",$135K-$210K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2212&ao=133043&s=58&guid=0000017593b48e79a0c2f447cb1c7a54&src=GD_JOB_AD&t=SR&vt=w&cs=1_66b96719&cb=1604500885742&jobListingId=3675015484
620,Cognizant Technology Solutions,Machine Learning Engineer,"Sunnyvale, CA",$75K-$133K (Glassdoor est.),Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2213&ao=1091461&s=58&guid=0000017593b48e79a0c2f447cb1c7a54&src=GD_JOB_AD&t=SR&vt=w&cs=1_58a8d26b&cb=1604500885744&jobListingId=3715370878
621,"Samsung Semiconductor, Inc.",Machine Learning Engineer Intern,"San Jose, CA",N/A,Unavailable ATM,https://www.glassdoor.com/partner/jobListing.htm?pos=2214&ao=1091461&s=58&guid=0000017593b48e79a0c2f447cb1c7a54&src=GD_JOB_AD&t=SR&vt=w&cs=1_4a2dcb8b&cb=1604500885745&jobListingId=3692183533
